review_id,product_id,user_id,review_date,rating,review_title,review_text,verified_purchase,helpful_votes,product_category,sentiment
REV-100210,PROD-1147,USR-23828,2024-01-28,5,Amazing quality,This quality is amazing. Quality is amazing as described.,True,137,Clothing,Positive
REV-100211,PROD-1140,USR-22367,2024-05-20,4,Perfect purchase,This purchase is perfect. Could be better for the price.,True,34,Beauty,Positive
REV-100212,PROD-1690,USR-19472,2022-10-27,5,Fantastic quality,This quality is fantastic. Could be better for the price.,True,116,Toys,Positive
REV-100213,PROD-3938,USR-74720,2024-09-01,4,Wonderful value,This value is wonderful. Compared to similar products this stands out.,True,176,Grocery,Positive
REV-100214,PROD-3231,USR-26900,2023-02-12,5,Amazing quality,This quality is amazing. Shipping was fast and packaging was good.,True,63,Clothing,Positive
REV-100215,PROD-1335,USR-99035,2022-11-14,4,Outstanding material,This material is outstanding. Exactly what I was looking for.,True,157,Sports,Positive
REV-100216,PROD-3670,USR-22260,2023-07-26,3,Okay value,This value is okay. Great value for the money.,True,189,Home & Kitchen,Neutral
REV-100217,PROD-2675,USR-16051,2024-04-23,4,Great material,This material is great. Exactly what I was looking for.,True,152,Toys,Positive
REV-100218,PROD-1229,USR-48832,2024-10-24,5,Superb performance,This performance is superb. I have been using this for weeks now.,False,189,Clothing,Positive
REV-100219,PROD-4532,USR-27460,2023-05-31,5,Fantastic value,This value is fantastic. I have been using this for weeks now.,True,112,Beauty,Positive
REV-100220,PROD-3744,USR-80506,2023-03-08,2,Worst value,This value is worst. Quality is worst as described.,True,78,Books,Negative
REV-100221,PROD-1024,USR-77616,2025-07-07,2,Worst delivery,This delivery is worst. Shipping was fast and packaging was good.,True,8,Clothing,Negative
REV-100222,PROD-3693,USR-53939,2023-01-25,4,Perfect performance,This performance is perfect. Shipping was fast and packaging was good.,False,47,Toys,Positive
REV-100223,PROD-2614,USR-13383,2025-01-18,4,Best product,This product is best. Quality is best as described.,True,50,Sports,Positive
REV-100224,PROD-1327,USR-56950,2025-04-04,5,Wonderful product,This product is wonderful. I would definitely recommend this to others.,True,38,Sports,Positive
REV-100225,PROD-4940,USR-82752,2023-08-19,5,Outstanding value,This value is outstanding. Exactly what I was looking for.,True,164,Electronics,Positive
REV-100226,PROD-2141,USR-31364,2024-04-03,3,Standard performance,This performance is standard. Shipping was fast and packaging was good.,True,128,Home & Kitchen,Neutral
REV-100227,PROD-3291,USR-52627,2023-01-29,4,Best material,This material is best. Quality is best as described.,False,119,Clothing,Positive
REV-100228,PROD-2201,USR-11295,2025-09-22,4,Superb performance,This performance is superb. I have been using this for weeks now.,False,164,Toys,Positive
REV-100229,PROD-1678,USR-44384,2024-01-17,4,Perfect product,This product is perfect. Compared to similar products this stands out.,True,128,Grocery,Positive
REV-100230,PROD-2823,USR-48610,2024-04-16,5,Excellent item,This item is excellent. Quality is excellent as described.,True,60,Toys,Positive
REV-100231,PROD-4394,USR-45317,2024-10-21,3,Fine experience,This experience is fine. Not sure I would buy this again.,True,187,Home & Kitchen,Neutral
REV-100232,PROD-3761,USR-12971,2023-01-29,5,Superb item,This item is superb. I would definitely recommend this to others.,True,60,Sports,Positive
REV-100233,PROD-2454,USR-92368,2024-07-22,5,Best product,This product is best. The product met my expectations overall.,False,59,Grocery,Positive
REV-100234,PROD-1258,USR-15346,2023-01-22,2,Terrible quality,This quality is terrible. I have been using this for weeks now.,True,5,Books,Negative
REV-100235,PROD-1535,USR-38962,2022-04-28,5,Excellent value,This value is excellent. I have been using this for weeks now.,True,158,Clothing,Positive
REV-100236,PROD-1359,USR-80517,2022-07-15,4,Outstanding product,This product is outstanding. Great product for the money.,True,24,Toys,Positive
REV-100237,PROD-4769,USR-61792,2025-06-13,5,Superb product,This product is superb. Quality is superb as described.,True,158,Beauty,Positive
REV-100238,PROD-4618,USR-82781,2024-08-28,3,Alright delivery,This delivery is alright. Shipping was fast and packaging was good.,True,82,Beauty,Neutral
REV-100239,PROD-4137,USR-21642,2022-07-14,2,Awful design,This design is awful. Exactly what I was looking for.,True,149,Home & Kitchen,Negative
REV-100240,PROD-1154,USR-90409,2022-06-16,1,Useless material,This material is useless. Quality is useless as described.,False,57,Clothing,Negative
REV-100241,PROD-3977,USR-35508,2024-04-04,5,Outstanding design,This design is outstanding. Shipping was fast and packaging was good.,True,197,Grocery,Positive
REV-100242,PROD-2374,USR-46348,2024-03-19,5,Excellent design,This design is excellent. The design met my expectations overall.,True,156,Clothing,Positive
REV-100243,PROD-3188,USR-22221,2024-11-14,5,Superb delivery,This delivery is superb. I have been using this for weeks now.,False,58,Toys,Positive
REV-100244,PROD-1148,USR-34945,2022-04-22,4,Superb design,This design is superb. Not sure I would buy this again.,True,131,Home & Kitchen,Positive
REV-100245,PROD-1566,USR-86734,2025-01-04,4,Wonderful purchase,This purchase is wonderful. Exactly what I was looking for.,True,87,Clothing,Positive
REV-100246,PROD-4014,USR-20648,2024-11-30,5,Best item,This item is best. Exactly what I was looking for.,True,188,Electronics,Positive
REV-100247,PROD-2604,USR-50050,2025-01-21,3,Standard design,This design is standard. Quality is standard as described.,True,191,Clothing,Neutral
REV-100248,PROD-3230,USR-71674,2025-12-28,5,Outstanding purchase,This purchase is outstanding. Shipping was fast and packaging was good.,False,65,Grocery,Positive
REV-100249,PROD-1982,USR-22348,2025-11-06,5,Perfect delivery,This delivery is perfect. Could be better for the price.,True,5,Books,Positive
REV-100250,PROD-2964,USR-20528,2024-08-21,5,Fantastic value,This value is fantastic. Compared to similar products this stands out.,False,135,Grocery,Positive
REV-100251,PROD-3785,USR-62386,2023-01-09,3,Alright experience,This experience is alright. Quality is alright as described.,True,39,Grocery,Neutral
REV-100252,PROD-3940,USR-33876,2025-07-01,5,Best experience,This experience is best. The experience met my expectations overall.,True,61,Books,Positive
REV-100253,PROD-3347,USR-98204,2025-03-11,3,Fair performance,This performance is fair. The performance met my expectations overall.,True,113,Grocery,Neutral
REV-100254,PROD-1202,USR-83714,2023-01-11,5,Perfect delivery,This delivery is perfect. Compared to similar products this stands out.,True,33,Home & Kitchen,Positive
REV-100255,PROD-2440,USR-69333,2025-08-18,5,Superb value,This value is superb. Quality is superb as described.,False,199,Grocery,Positive
REV-100256,PROD-2300,USR-63211,2025-05-26,4,Outstanding delivery,This delivery is outstanding. The delivery met my expectations overall.,True,156,Beauty,Positive
REV-100257,PROD-4615,USR-40357,2022-09-02,5,Wonderful experience,This experience is wonderful. Compared to similar products this stands out.,True,150,Electronics,Positive
REV-100258,PROD-3389,USR-37555,2024-12-22,5,Great material,This material is great. The material met my expectations overall.,True,103,Sports,Positive
REV-100259,PROD-2780,USR-42997,2024-03-05,4,Great purchase,This purchase is great. Not sure I would buy this again.,True,174,Home & Kitchen,Positive
REV-100260,PROD-3890,USR-53502,2025-09-04,5,Excellent experience,This experience is excellent. The experience met my expectations overall.,True,25,Beauty,Positive
REV-100261,PROD-2826,USR-47188,2024-12-27,4,Outstanding product,This product is outstanding. Great product for the money.,True,89,Beauty,Positive
REV-100262,PROD-2954,USR-14689,2023-01-20,5,Wonderful value,This value is wonderful. I would definitely recommend this to others.,True,3,Sports,Positive
REV-100263,PROD-2637,USR-57752,2023-07-25,5,Wonderful quality,This quality is wonderful. Great quality for the money.,True,32,Toys,Positive
REV-100264,PROD-4370,USR-31195,2025-05-09,3,Okay performance,This performance is okay. Compared to similar products this stands out.,True,34,Home & Kitchen,Neutral
REV-100265,PROD-1783,USR-52999,2022-09-11,5,Fantastic material,This material is fantastic. Great material for the money.,True,64,Grocery,Positive
REV-100266,PROD-4729,USR-37493,2023-01-03,4,Amazing design,This design is amazing. Shipping was fast and packaging was good.,True,90,Sports,Positive
REV-100267,PROD-2771,USR-40809,2025-10-19,5,Amazing performance,This performance is amazing. Great performance for the money.,True,137,Toys,Positive
REV-100268,PROD-1911,USR-42230,2023-10-03,4,Fantastic quality,This quality is fantastic. Shipping was fast and packaging was good.,False,67,Beauty,Positive
REV-100269,PROD-4838,USR-74309,2022-07-19,4,Amazing item,This item is amazing. Exactly what I was looking for.,False,177,Sports,Positive
REV-100270,PROD-4521,USR-78523,2025-10-25,4,Outstanding performance,This performance is outstanding. I would definitely recommend this to others.,True,12,Clothing,Positive
REV-100271,PROD-4423,USR-11070,2023-08-25,5,Amazing experience,This experience is amazing. Not sure I would buy this again.,False,108,Electronics,Positive
REV-100272,PROD-3468,USR-38827,2022-10-08,2,Broken value,This value is broken. I have been using this for weeks now.,False,104,Clothing,Negative
REV-100273,PROD-2786,USR-25597,2024-08-11,5,Excellent product,This product is excellent. I would definitely recommend this to others.,True,131,Home & Kitchen,Positive
REV-100274,PROD-2612,USR-52720,2022-03-22,5,Wonderful performance,This performance is wonderful. I have been using this for weeks now.,True,198,Sports,Positive
REV-100275,PROD-4306,USR-26834,2024-06-18,5,Love product,This product is love. Not sure I would buy this again.,True,101,Home & Kitchen,Positive
REV-100276,PROD-4359,USR-57879,2022-07-12,5,Love quality,This quality is love. The quality met my expectations overall.,False,131,Home & Kitchen,Positive
REV-100277,PROD-2680,USR-13805,2022-05-01,4,Amazing item,This item is amazing. Could be better for the price.,False,152,Electronics,Positive
REV-100278,PROD-3983,USR-53411,2024-07-05,5,Superb item,This item is superb. Exactly what I was looking for.,False,167,Beauty,Positive
REV-100279,PROD-1869,USR-21023,2023-12-10,4,Love performance,This performance is love. I would definitely recommend this to others.,True,67,Books,Positive
REV-100280,PROD-4813,USR-15240,2025-08-30,5,Superb design,This design is superb. I would definitely recommend this to others.,True,87,Home & Kitchen,Positive
REV-100281,PROD-2630,USR-81241,2023-11-12,3,Decent quality,This quality is decent. Could be better for the price.,True,4,Books,Neutral
REV-100282,PROD-1458,USR-27595,2023-06-16,3,Acceptable product,This product is acceptable. I would definitely recommend this to others.,True,81,Home & Kitchen,Neutral
REV-100283,PROD-2245,USR-10509,2022-11-22,1,Worst design,This design is worst. Not sure I would buy this again.,True,34,Electronics,Negative
REV-100284,PROD-3339,USR-18532,2024-10-23,4,Best experience,This experience is best. The experience met my expectations overall.,True,44,Sports,Positive
REV-100285,PROD-1741,USR-74281,2023-09-18,4,Outstanding item,This item is outstanding. Quality is outstanding as described.,True,167,Clothing,Positive
REV-100286,PROD-1699,USR-54960,2024-08-25,4,Fantastic material,This material is fantastic. The material met my expectations overall.,True,108,Beauty,Positive
REV-100287,PROD-4631,USR-76765,2025-07-14,5,Best performance,This performance is best. Exactly what I was looking for.,True,166,Grocery,Positive
REV-100288,PROD-3583,USR-54471,2022-12-30,5,Fantastic design,This design is fantastic. Compared to similar products this stands out.,True,108,Sports,Positive
REV-100289,PROD-1716,USR-25823,2022-10-11,1,Bad experience,This experience is bad. I would definitely recommend this to others.,False,101,Clothing,Negative
REV-100290,PROD-2910,USR-89771,2022-09-07,2,Worst purchase,This purchase is worst. I would definitely recommend this to others.,True,147,Books,Negative
REV-100291,PROD-1273,USR-77886,2023-09-30,1,Broken product,This product is broken. Quality is broken as described.,False,58,Books,Negative
REV-100292,PROD-3073,USR-75840,2023-03-24,4,Wonderful purchase,This purchase is wonderful. I would definitely recommend this to others.,True,91,Beauty,Positive
REV-100293,PROD-2876,USR-16690,2025-01-04,4,Excellent design,This design is excellent. Quality is excellent as described.,True,186,Clothing,Positive
REV-100294,PROD-1185,USR-86117,2025-12-29,5,Fantastic product,This product is fantastic. I have been using this for weeks now.,True,55,Grocery,Positive
REV-100295,PROD-1937,USR-57838,2022-04-21,5,Perfect performance,This performance is perfect. The performance met my expectations overall.,False,0,Clothing,Positive
REV-100296,PROD-2348,USR-76438,2024-06-27,5,Wonderful performance,This performance is wonderful. Quality is wonderful as described.,True,145,Electronics,Positive
REV-100297,PROD-2387,USR-60433,2022-07-24,1,Awful purchase,This purchase is awful. Compared to similar products this stands out.,False,122,Beauty,Negative
REV-100298,PROD-3301,USR-85403,2023-05-07,5,Fantastic quality,This quality is fantastic. Not sure I would buy this again.,True,200,Home & Kitchen,Positive
